c
c This is glucose 2.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c WARNING: for repeatability, setting FPU to use double precision
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:         69971                                                                   |
c |  Number of clauses:          135929                                                                   |
c |  Parse time:                   0.05 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   4000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |    53102        57      242 |   34099   130321   294444 |    98   383818     4858 12496177 | 51.267 % |
c |    53160        57      242 |   34099   130321   294444 |    98   393818     4859 12496177 | 51.267 % |
c |    53184        57      242 |   34099   130321   294444 |    98   403818     4859 12496177 | 51.267 % |
c |    53218        57      242 |   34099   130321   294444 |    98   413818     4859 12496177 | 51.267 % |
c |    53239        57      242 |   34099   130321   294444 |    98   423818     4861 12496177 | 51.267 % |
c |    53243        57      242 |   34099   130321   294444 |    98   433818     4861 12496177 | 51.267 % |
c |    53260        57      242 |   34099   130321   294444 |    98   443818     4861 12496177 | 51.267 % |
c |    53280        57      243 |   34099   130321   294444 |    98   453818     4861 12496177 | 51.267 % |
c |    53312        57      243 |   34099   130321   294444 |    98   463818     4861 12496177 | 51.267 % |
c |    53327        57      243 |   34099   130321   294444 |    98   473818     4862 12496177 | 51.267 % |
c |    53331        57      243 |   34099   130321   294444 |    98   483818     4863 12496177 | 51.267 % |
c |    53353        57      243 |   34099   130321   294444 |    98   493818     4863 12496177 | 51.267 % |
c |    53408        57      243 |   34099   130321   294444 |    98   503818     4864 12496177 | 51.267 % |
c |    53427        57      243 |   34099   130321   294444 |    99   257617     4864 12752378 | 51.267 % |
c |    53462        57      243 |   34099   130321   294444 |    99   267617     4866 12752378 | 51.267 % |
c |    53494        57      243 |   34099   130321   294444 |    99   277617     4866 12752378 | 51.267 % |
c |    53527        57      243 |   34099   130321   294444 |    99   287617     4868 12752378 | 51.267 % |
c |    53553        57      243 |   34099   130321   294444 |    99   297617     4868 12752378 | 51.267 % |
c |    53590        57      243 |   34099   130321   294444 |    99   307617     4868 12752378 | 51.267 % |
c |    53626        57      243 |   34099   130321   294444 |    99   317617     4869 12752378 | 51.267 % |
c |    53666        57      243 |   34099   130321   294444 |    99   327617     4869 12752378 | 51.267 % |
c |    53674        57      243 |   34099   130321   294444 |    99   337617     4869 12752378 | 51.267 % |
c |    53689        57      243 |   34099   130321   294444 |    99   347617     4872 12752378 | 51.267 % |
c |    53724        57      244 |   34099   130321   294444 |    99   357617     4872 12752378 | 51.267 % |
c |    53741        57      244 |   34099   130321   294444 |    99   367617     4874 12752378 | 51.267 % |
c |    53783        57      244 |   34099   130321   294444 |    99   377617     4875 12752378 | 51.267 % |
c |    53830        57      244 |   34099   130321   294444 |    99   387617     4878 12752378 | 51.267 % |
c |    53854        57      244 |   34099   130321   294444 |    99   397617     4878 12752378 | 51.267 % |
c |    53881        57      244 |   34099   130321   294444 |    99   407617     4879 12752378 | 51.267 % |
c |    53920        57      244 |   34099   130321   294444 |    99   417617     4880 12752378 | 51.267 % |
c |    53958        57      244 |   34099   130321   294444 |    99   427617     4881 12752378 | 51.267 % |
c |    53984        57      244 |   34099   130321   294444 |    99   437617     4881 12752378 | 51.267 % |
c |    54032        57      244 |   34099   130321   294444 |    99   447617     4882 12752378 | 51.267 % |
c |    54066        57      244 |   34099   130321   294444 |    99   457617     4882 12752378 | 51.267 % |
c |    54099        57      244 |   34099   130321   294444 |    99   467617     4884 12752378 | 51.267 % |
c |    54129        57      244 |   34099   130321   294444 |    99   477617     4884 12752378 | 51.267 % |
c |    54129        57      244 |   34099   130321   294444 |    99   487617     4884 12752378 | 51.267 % |
c |    54136        57      244 |   34099   130321   294444 |    99   497617     4885 12752378 | 51.267 % |
c |    54191        57      244 |   34099   130321   294444 |    99   507617     4885 12752378 | 51.267 % |
c |    54231        57      244 |   34099   130321   294444 |    99   517617     4885 12752378 | 51.267 % |
c |    54266        57      244 |   34099   130321   294444 |   100   268815     4887 13011180 | 51.267 % |
c |    54288        57      244 |   34099   130321   294444 |   100   278815     4887 13011180 | 51.267 % |
c |    54296        57      244 |   34099   130321   294444 |   100   288815     4887 13011180 | 51.267 % |
c |    54312        57      245 |   34099   130321   294444 |   100   298815     4887 13011180 | 51.267 % |
c |    54326        57      245 |   34099   130321   294444 |   100   308815     4888 13011180 | 51.267 % |
c |    54355        57      245 |   34099   130321   294444 |   100   318815     4889 13011180 | 51.267 % |
c |    54402        57      245 |   34099   130321   294444 |   100   328815     4890 13011180 | 51.267 % |
c |    54418        57      245 |   34099   130321   294444 |   100   338815     4891 13011180 | 51.267 % |
c |    54444        57      245 |   34099   130321   294444 |   100   348815     4891 13011180 | 51.267 % |
c |    54458        57      245 |   34099   130321   294444 |   100   358815     4893 13011180 | 51.267 % |
c |    54482        57      245 |   34099   130321   294444 |   100   368815     4894 13011180 | 51.267 % |
c |    54525        57      245 |   34099   130321   294444 |   100   378815     4894 13011180 | 51.267 % |
c |    54549        57      245 |   34099   130321   294444 |   100   388815     4895 13011180 | 51.267 % |
c |    54600        57      245 |   34099   130321   294444 |   100   398815     4895 13011180 | 51.267 % |
c |    54645        57      245 |   34099   130321   294444 |   100   408815     4896 13011180 | 51.267 % |
c |    54683        57      245 |   34099   130321   294444 |   100   418815     4896 13011180 | 51.267 % |
c |    54706        57      245 |   34099   130321   294444 |   100   428815     4898 13011180 | 51.267 % |
c |    54741        57      245 |   34099   130321   294444 |   100   438815     4898 13011180 | 51.267 % |
c |    54798        57      245 |   34099   130321   294444 |   100   448815     4898 13011180 | 51.267 % |
c |    54800        57      245 |   34099   130321   294444 |   100   458815     4902 13011180 | 51.267 % |
c |    54838        57      245 |   34099   130321   294444 |   100   468815     4902 13011180 | 51.267 % |
c |    54876        57      245 |   34099   130321   294444 |   100   478815     4903 13011180 | 51.267 % |
c |    54891        57      245 |   34099   130321   294444 |   100   488815     4903 13011180 | 51.267 % |
c |    54912        57      246 |   34099   130321   294444 |   100   498815     4904 13011180 | 51.267 % |
c |    54945        57      246 |   34099   130321   294444 |   100   508815     4904 13011180 | 51.267 % |
c |    54977        57      246 |   34099   130321   294444 |   100   518815     4907 13011180 | 51.267 % |
c |    55006        57      246 |   34099   130321   294444 |   101   267419     4908 13272576 | 51.267 % |
c |    55010        57      246 |   34099   130321   294444 |   101   277419     4913 13272576 | 51.267 % |
c |    55016        57      246 |   34099   130321   294444 |   101   287419     4915 13272576 | 51.267 % |
c |    55075        57      246 |   34099   130321   294444 |   101   297419     4918 13272576 | 51.267 % |
c |    55096        57      246 |   34099   130321   294444 |   101   307419     4918 13272576 | 51.267 % |
c |    55124        57      246 |   34099   130321   294444 |   101   317419     4918 13272576 | 51.267 % |
c |    55154        57      246 |   34099   130321   294444 |   101   327419     4921 13272576 | 51.267 % |
c |    55205        57      246 |   34099   130321   294444 |   101   337419     4924 13272576 | 51.267 % |
c |    55235        57      246 |   34099   130321   294444 |   101   347419     4925 13272576 | 51.267 % |
c |    55235        57      246 |   34099   130321   294444 |   101   357419     4929 13272576 | 51.267 % |
c |    55262        57      246 |   34099   130321   294444 |   101   367419     4930 13272576 | 51.267 % |
c |    55296        57      246 |   34099   130321   294444 |   101   377419     4930 13272576 | 51.267 % |
c |    55315        57      246 |   34099   130321   294444 |   101   387419     4932 13272576 | 51.267 % |
c |    55316        57      247 |   34099   130321   294444 |   101   397419     4934 13272576 | 51.267 % |
c |    55342        57      247 |   34099   130321   294444 |   101   407419     4935 13272576 | 51.267 % |
c |    55406        57      247 |   34099   130321   294444 |   101   417419     4935 13272576 | 51.267 % |
c |    55465        57      247 |   34099   130321   294444 |   101   427419     4935 13272576 | 51.267 % |
c |    55507        57      246 |   34099   130321   294444 |   101   437419     4938 13272576 | 51.267 % |
c |    55519        57      247 |   34099   130321   294444 |   101   447419     4939 13272576 | 51.267 % |
c |    55540        57      247 |   34099   130321   294444 |   101   457419     4939 13272576 | 51.267 % |
c |    55578        57      247 |   34099   130321   294444 |   101   467419     4940 13272576 | 51.267 % |
c |    55618        57      247 |   34099   130321   294444 |   101   477419     4943 13272576 | 51.267 % |
c |    55693        57      247 |   34099   130321   294444 |   101   487419     4946 13272576 | 51.267 % |
c |    55705        57      247 |   34099   130321   294444 |   101   497419     4949 13272576 | 51.267 % |
c |    55732        57      247 |   34099   130321   294444 |   101   507419     4950 13272576 | 51.267 % |
c |    55769        57      247 |   34099   130321   294444 |   101   517419     4951 13272576 | 51.267 % |
c |    55795        58      247 |   34099   130321   294444 |   101   527419     4951 13272576 | 51.267 % |
c |    55824        58      247 |   34099   130321   294444 |   102   273424     4951 13536571 | 51.267 % |
c |    55840        58      247 |   34099   130321   294444 |   102   283424     4952 13536571 | 51.267 % |
c |    55883        58      247 |   34099   130321   294444 |   102   293424     4955 13536571 | 51.267 % |
c |    55915        58      247 |   34099   130321   294444 |   102   303424     4955 13536571 | 51.267 % |
c |    55934        58      247 |   34099   130321   294444 |   102   313424     4957 13536571 | 51.267 % |
c |    55961        58      247 |   34099   130321   294444 |   102   323424     4957 13536571 | 51.267 % |
c |    55982        58      247 |   34099   130321   294444 |   102   333424     4957 13536571 | 51.267 % |
c |    56020        58      247 |   34099   130321   294444 |   102   343424     4959 13536571 | 51.267 % |
c |    56089        58      247 |   34099   130321   294444 |   102   353424     4960 13536571 | 51.267 % |
c |    56140        58      247 |   34099   130321   294444 |   102   363424     4960 13536571 | 51.267 % |
c |    56152        58      247 |   34099   130321   294444 |   102   373424     4960 13536571 | 51.267 % |
c |    56185        58      247 |   34099   130321   294444 |   102   383424     4963 13536571 | 51.267 % |
c |    56212        58      247 |   34099   130321   294444 |   102   393424     4964 13536571 | 51.267 % |
c |    56212        58      247 |   34099   130321   294444 |   102   403424     4964 13536571 | 51.267 % |
c |    56249        58      248 |   34099   130321   294444 |   102   413424     4965 13536571 | 51.267 % |
c |    56294        58      247 |   34099   130321   294444 |   102   423424     4966 13536571 | 51.267 % |
c |    56329        58      248 |   34099   130321   294444 |   102   433424     4966 13536571 | 51.267 % |
c |    56390        58      247 |   34099   130321   294444 |   102   443424     4966 13536571 | 51.267 % |
c |    56393        58      248 |   34099   130321   294444 |   102   453424     4966 13536571 | 51.267 % |
c |    56425        58      248 |   34099   130321   294444 |   102   463424     4968 13536571 | 51.267 % |
c |    56481        58      248 |   34099   130321   294444 |   102   473424     4969 13536571 | 51.267 % |
c |    56506        58      248 |   34099   130321   294444 |   102   483424     4969 13536571 | 51.267 % |
c |    56542        58      248 |   34099   130321   294444 |   102   493424     4970 13536571 | 51.267 % |
c |    56564        58      248 |   34099   130321   294444 |   102   503424     4974 13536571 | 51.267 % |
c |    56619        58      248 |   34099   130321   294444 |   102   513424     4975 13536571 | 51.267 % |
c |    56651        58      248 |   34099   130321   294444 |   102   523424     4978 13536571 | 51.267 % |
c |    56696        58      248 |   34099   130321   294444 |   103   266817     4979 13803178 | 51.267 % |
c |    56735        58      248 |   34099   130321   294444 |   103   276817     4981 13803178 | 51.267 % |
c |    56759        58      248 |   34099   130321   294444 |   103   286817     4981 13803178 | 51.267 % |
c |    56798        58      248 |   34099   130321   294444 |   103   296817     4982 13803178 | 51.267 % |
c |    56823        58      248 |   34099   130321   294444 |   103   306817     4982 13803178 | 51.267 % |
c |    56845        58      248 |   34099   130321   294444 |   103   316817     4982 13803178 | 51.267 % |
c |    56896        58      248 |   34099   130321   294444 |   103   326817     4982 13803178 | 51.267 % |
c |    56947        58      248 |   34099   130321   294444 |   103   336817     4982 13803178 | 51.267 % |
c |    56961        58      248 |   34099   130321   294444 |   103   346817     4985 13803178 | 51.267 % |
c |    57014        59      248 |   34099   130321   294444 |   103   356817     4985 13803178 | 51.267 % |
c |    57048        59      248 |   34099   130321   294444 |   103   366817     4985 13803178 | 51.267 % |
c |    57087        59      248 |   34099   130321   294444 |   103   376817     4985 13803178 | 51.267 % |
c |    57116        59      248 |   34099   130321   294444 |   103   386817     4987 13803178 | 51.267 % |
c |    57136        60      248 |   34099   130321   294444 |   103   396817     4988 13803178 | 51.267 % |
c |    57194        60      248 |   34099   130321   294444 |   103   406817     4991 13803178 | 51.267 % |
c |    57241        60      248 |   34099   130321   294444 |   103   416817     4991 13803178 | 51.267 % |
c |    57274        60      248 |   34099   130321   294444 |   103   426817     4994 13803178 | 51.267 % |
c |    57316        60      248 |   34099   130321   294444 |   103   436817     4995 13803178 | 51.267 % |
c |    57340        60      248 |   34099   130321   294444 |   103   446817     4996 13803178 | 51.267 % |
c |    57356        60      248 |   34099   130321   294444 |   103   456817     4998 13803178 | 51.267 % |
c |    57363        60      248 |   34099   130321   294444 |   103   466817     4999 13803178 | 51.267 % |
c |    57429        60      248 |   34099   130321   294444 |   103   476817     5001 13803178 | 51.267 % |
c |    57469        60      248 |   34099   130321   294444 |   103   486817     5001 13803178 | 51.267 % |
c |    57474        60      248 |   34099   130321   294444 |   103   496817     5001 13803178 | 51.267 % |
c |    57515        60      248 |   34099   130321   294444 |   103   506817     5004 13803178 | 51.267 % |
c |    57575        60      248 |   34099   130321   294444 |   103   516817     5006 13803178 | 51.267 % |
c |    57616        60      248 |   34099   130321   294444 |   103   526817     5006 13803178 | 51.267 % |
c |    57672        60      248 |   34099   130321   294444 |   103   536817     5007 13803178 | 51.267 % |
c |    57703        60      248 |   34099   130321   294444 |   104   277615     5007 14072380 | 51.267 % |
c |    57719        60      248 |   34099   130321   294444 |   104   287615     5007 14072380 | 51.267 % |
c |    57768        60      248 |   34099   130321   294444 |   104   297615     5007 14072380 | 51.267 % |
c |    57784        60      248 |   34099   130321   294444 |   104   307615     5012 14072380 | 51.267 % |
c |    57837        60      248 |   34099   130321   294444 |   104   317615     5014 14072380 | 51.267 % |
c |    57874        60      248 |   34099   130321   294444 |   104   327615     5014 14072380 | 51.267 % |
c |    57912        60      248 |   34099   130321   294444 |   104   337615     5015 14072380 | 51.267 % |
c |    57922        60      248 |   34099   130321   294444 |   104   347615     5016 14072380 | 51.267 % |
c |    57967        60      248 |   34099   130321   294444 |   104   357615     5017 14072380 | 51.267 % |
c |    58030        60      248 |   34099   130321   294444 |   104   367615     5017 14072380 | 51.267 % |
c |    58072        60      248 |   34099   130321   294444 |   104   377615     5017 14072380 | 51.267 % |
c |    58101        60      248 |   34099   130321   294444 |   104   387615     5017 14072380 | 51.267 % |
c |    58140        60      248 |   34099   130321   294444 |   104   397615     5018 14072380 | 51.267 % |
c |    58198        60      248 |   34099   130321   294444 |   104   407615     5018 14072380 | 51.267 % |
c |    58234        60      248 |   34099   130321   294444 |   104   417615     5018 14072380 | 51.267 % |
c |    58259        60      248 |   34099   130321   294444 |   104   427615     5019 14072380 | 51.267 % |
c |    58312        60      248 |   34099   130321   294444 |   104   437615     5020 14072380 | 51.267 % |
c |    58364        60      248 |   34099   130321   294444 |   104   447615     5022 14072380 | 51.267 % |
c |    58375        60      248 |   34099   130321   294444 |   104   457615     5022 14072380 | 51.267 % |
c |    58397        60      248 |   34099   130321   294444 |   104   467615     5022 14072380 | 51.267 % |
c |    58456        60      248 |   34099   130321   294444 |   104   477615     5023 14072380 | 51.267 % |
c |    58517        60      248 |   34099   130321   294444 |   104   487615     5024 14072380 | 51.267 % |
c |    58538        60      248 |   34099   130321   294444 |   104   497615     5027 14072380 | 51.267 % |
c |    58566        60      248 |   34099   130321   294444 |   104   507615     5027 14072380 | 51.267 % |
c |    58598        60      248 |   34099   130321   294444 |   104   517615     5027 14072380 | 51.267 % |
c |    58655        60      248 |   34099   130321   294444 |   104   527615     5031 14072380 | 51.267 % |
c |    58731        60      248 |   34099   130321   294444 |   104   537615     5033 14072380 | 51.267 % |
c |    58780        60      248 |   34099   130321   294444 |   105   275819     5034 14344176 | 51.267 % |
c |    58831        60      248 |   34099   130321   294444 |   105   285819     5034 14344176 | 51.267 % |
c |    58848        60      248 |   34099   130321   294444 |   105   295819     5038 14344176 | 51.267 % |
c |    58854        60      248 |   34099   130321   294444 |   105   305819     5042 14344176 | 51.267 % |
c |    58889        60      248 |   34099   130321   294444 |   105   315819     5042 14344176 | 51.267 % |
c |    58902        60      249 |   34099   130321   294444 |   105   325819     5042 14344176 | 51.267 % |
c |    58966        60      248 |   34099   130321   294444 |   105   335819     5042 14344176 | 51.267 % |
c |    58998        60      248 |   34099   130321   294444 |   105   345819     5043 14344176 | 51.267 % |
c |    59051        60      248 |   34099   130321   294444 |   105   355819     5044 14344176 | 51.267 % |
c |    59076        60      249 |   34099   130321   294444 |   105   365819     5044 14344176 | 51.267 % |
c |    59091        60      249 |   34099   130321   294444 |   105   375819     5044 14344176 | 51.267 % |
c |    59126        61      249 |   34099   130321   294444 |   105   385819     5044 14344176 | 51.267 % |
c |    59168        61      249 |   34099   130321   294444 |   105   395819     5044 14344176 | 51.267 % |
c |    59197        61      249 |   34099   130321   294444 |   105   405819     5044 14344176 | 51.267 % |
c |    59198        61      249 |   34099   130321   294444 |   105   415819     5050 14344176 | 51.267 % |
c |    59242        61      249 |   34099   130321   294444 |   105   425819     5050 14344176 | 51.267 % |
c |    59293        62      249 |   34099   130321   294444 |   105   435819     5052 14344176 | 51.267 % |
c |    59329        62      249 |   34099   130321   294444 |   105   445819     5054 14344176 | 51.267 % |
c |    59406        62      249 |   34099   130321   294444 |   105   455819     5054 14344176 | 51.267 % |
c |    59416        62      249 |   34099   130321   294444 |   105   465819     5054 14344176 | 51.267 % |
c |    59440        62      249 |   34099   130321   294444 |   105   475819     5055 14344176 | 51.267 % |
c |    59494        62      249 |   34099   130321   294444 |   105   485819     5055 14344176 | 51.267 % |
c |    59530        62      249 |   34099   130321   294444 |   105   495819     5059 14344176 | 51.267 % |
c |    59564        62      249 |   34099   130321   294444 |   105   505819     5059 14344176 | 51.267 % |
c |    59597        62      249 |   34099   130321   294444 |   105   515819     5061 14344176 | 51.267 % |
c |    59628        62      249 |   34099   130321   294444 |   105   525819     5062 14344176 | 51.267 % |
c |    59675        62      249 |   34099   130321   294444 |   105   535819     5064 14344176 | 51.267 % |
c |    59726        62      249 |   34099   130321   294444 |   105   545819     5064 14344176 | 51.267 % |
c |    59755        62      249 |   34099   130321   294444 |   106   281427     5064 14618568 | 51.267 % |
c |    59802        62      249 |   34099   130321   294444 |   106   291427     5067 14618568 | 51.267 % |
c |    59861        62      249 |   34099   130321   294444 |   106   301427     5067 14618568 | 51.267 % |
c |    59919        62      249 |   34099   130321   294444 |   106   311427     5067 14618568 | 51.267 % |
c |    59965        62      249 |   34099   130321   294444 |   106   321427     5070 14618568 | 51.267 % |
c |    59965        62      249 |   34099   130321   294444 |   106   331427     5071 14618568 | 51.267 % |
c |    59965        62      249 |   34099   130321   294444 |   106   341427     5073 14618568 | 51.267 % |
c |    59996        62      249 |   34099   130321   294444 |   106   351427     5074 14618568 | 51.267 % |
c |    60038        62      249 |   34099   130321   294444 |   106   361427     5074 14618568 | 51.267 % |
c |    60055        62      249 |   34099   130321   294444 |   106   371427     5075 14618568 | 51.267 % |
c |    60100        62      249 |   34099   130321   294444 |   106   381427     5076 14618568 | 51.267 % |
c |    60141        62      249 |   34099   130321   294444 |   106   391427     5076 14618568 | 51.267 % |
c |    60172        62      249 |   34099   130321   294444 |   106   401427     5077 14618568 | 51.267 % |
c |    60232        62      249 |   34099   130321   294444 |   106   411427     5078 14618568 | 51.267 % |
c |    60288        62      249 |   34099   130321   294444 |   106   421427     5079 14618568 | 51.267 % |
c |    60311        62      249 |   34099   130321   294444 |   106   431427     5080 14618568 | 51.267 % |
c |    60343        62      249 |   34099   130321   294444 |   106   441427     5083 14618568 | 51.267 % |
c |    60403        62      249 |   34099   130321   294444 |   106   451427     5084 14618568 | 51.267 % |
c |    60446        62      249 |   34099   130321   294444 |   106   461427     5085 14618568 | 51.267 % |
c |    60459        62      249 |   34099   130321   294444 |   106   471427     5086 14618568 | 51.267 % |
c |    60488        62      249 |   34099   130321   294444 |   106   481427     5086 14618568 | 51.267 % |
c |    60536        62      249 |   34099   130321   294444 |   106   491427     5089 14618568 | 51.267 % |
c |    60592        62      249 |   34099   130321   294444 |   106   501427     5089 14618568 | 51.267 % |
c |    60630        62      249 |   34099   130321   294444 |   106   511427     5089 14618568 | 51.267 % |
c |    60655        62      249 |   34099   130321   294444 |   106   521427     5090 14618568 | 51.267 % |
c |    60695        62      249 |   34099   130321   294444 |   106   531427     5091 14618568 | 51.267 % |
c |    60763        62      249 |   34099   130321   294444 |   106   541427     5091 14618568 | 51.267 % |
c |    60793        62      249 |   34099   130321   294444 |   106   551427     5091 14618568 | 51.267 % |
c |    60805        62      249 |   34099   130321   294444 |   107   284424     5092 14895571 | 51.267 % |
c |    60863        62      249 |   34099   130321   294444 |   107   294424     5093 14895571 | 51.267 % |
c |    60906        62      249 |   34099   130321   294444 |   107   304424     5093 14895571 | 51.267 % |
c |    60971        62      249 |   34099   130321   294444 |   107   314424     5094 14895571 | 51.267 % |
c |    60985        62      249 |   34099   130321   294444 |   107   324424     5094 14895571 | 51.267 % |
c |    61026        62      249 |   34099   130321   294444 |   107   334424     5094 14895571 | 51.267 % |
c |    61071        62      249 |   34099   130321   294444 |   107   344424     5095 14895571 | 51.267 % |
c |    61106        62      249 |   34099   130321   294444 |   107   354424     5095 14895571 | 51.267 % |
c |    61144        62      249 |   34099   130321   294444 |   107   364424     5097 14895571 | 51.267 % |
c |    61196        62      249 |   34099   130321   294444 |   107   374424     5097 14895571 | 51.267 % |
c |    61227        62      249 |   34099   130321   294444 |   107   384424     5097 14895571 | 51.267 % |
c |    61284        62      249 |   34099   130321   294444 |   107   394424     5098 14895571 | 51.267 % |
c |    61348        62      249 |   34099   130321   294444 |   107   404424     5099 14895571 | 51.267 % |
c |    61354        62      249 |   34099   130321   294444 |   107   414424     5099 14895571 | 51.267 % |
c |    61366        62      249 |   34099   130321   294444 |   107   424424     5100 14895571 | 51.267 % |
c |    61378        62      249 |   34099   130321   294444 |   107   434424     5103 14895571 | 51.267 % |
c |    61378        62      249 |   34099   130321   294444 |   107   444424     5105 14895571 | 51.267 % |
c |    61378        62      250 |   34099   130321   294444 |   107   454424     5105 14895571 | 51.267 % |
c |    61378        62      250 |   34099   130321   294444 |   107   464424     5108 14895571 | 51.267 % |
c |    61400        62      250 |   34099   130321   294444 |   107   474424     5109 14895571 | 51.267 % |
c |    61445        62      250 |   34099   130321   294444 |   107   484424     5110 14895571 | 51.267 % |
c |    61474        62      250 |   34099   130321   294444 |   107   494424     5110 14895571 | 51.267 % |
c |    61482        62      250 |   34099   130321   294444 |   107   504424     5110 14895571 | 51.267 % |
c |    61523        62      250 |   34099   130321   294444 |   107   514424     5110 14895571 | 51.267 % |
c |    61570        62      250 |   34099   130321   294444 |   107   524424     5110 14895571 | 51.267 % |
c |    61623        62      250 |   34099   130321   294444 |   107   534424     5110 14895571 | 51.267 % |
c |    61653        62      250 |   34099   130321   294444 |   107   544424     5110 14895571 | 51.267 % |
c |    61711        62      250 |   34099   130321   294444 |   107   554424     5111 14895571 | 51.267 % |
c |    61757        62      250 |   34099   130321   294444 |   108   284831     5111 15175164 | 51.267 % |
c |    61794        64      250 |   34099   130321   294444 |   108   294831     5111 15175164 | 51.267 % |
c |    61847        64      250 |   34099   130321   294444 |   108   304831     5112 15175164 | 51.267 % |
c |    61879        64      250 |   34099   130321   294444 |   108   314831     5114 15175164 | 51.267 % |
c |    61921        64      250 |   34099   130321   294444 |   108   324831     5115 15175164 | 51.267 % |
c |    61926        64      250 |   34099   130321   294444 |   108   334831     5116 15175164 | 51.267 % |
c |    61926        64      250 |   34099   130321   294444 |   108   344831     5116 15175164 | 51.267 % |
c |    61957        64      250 |   34099   130321   294444 |   108   354831     5119 15175164 | 51.267 % |
c |    62009        64      250 |   34099   130321   294444 |   108   364831     5119 15175164 | 51.267 % |
c |    62055        64      250 |   34099   130321   294444 |   108   374831     5119 15175164 | 51.267 % |
c |    62089        64      250 |   34099   130321   294444 |   108   384831     5119 15175164 | 51.267 % |
c |    62140        64      250 |   34099   130321   294444 |   108   394831     5120 15175164 | 51.267 % |
c |    62171        64      250 |   34099   130321   294444 |   108   404831     5120 15175164 | 51.267 % |
c |    62200        64      250 |   34099   130321   294444 |   108   414831     5121 15175164 | 51.267 % |
c |    62245        64      250 |   34099   130321   294444 |   108   424831     5121 15175164 | 51.267 % |
c |    62304        64      250 |   34099   130321   294444 |   108   434831     5121 15175164 | 51.267 % |
c |    62306        64      250 |   34099   130321   294444 |   108   444831     5121 15175164 | 51.267 % |
c |    62306        64      250 |   34099   130321   294444 |   108   454831     5122 15175164 | 51.267 % |
c |    62306        64      251 |   34099   130321   294444 |   108   464831     5123 15175164 | 51.267 % |
c |    62318        65      251 |   34099   130321   294444 |   108   474831     5124 15175164 | 51.267 % |
c |    62368        65      251 |   34099   130321   294444 |   108   484831     5125 15175164 | 51.267 % |
c |    62397        65      251 |   34099   130321   294444 |   108   494831     5127 15175164 | 51.267 % |
c |    62450        65      251 |   34099   130321   294444 |   108   504831     5127 15175164 | 51.267 % |
c |    62493        65      251 |   34099   130321   294444 |   108   514831     5127 15175164 | 51.267 % |
c |    62542        65      251 |   34099   130321   294444 |   108   524831     5128 15175164 | 51.267 % |
c |    62577        65      251 |   34099   130321   294444 |   108   534831     5128 15175164 | 51.267 % |
c |    62598        65      251 |   34099   130321   294444 |   108   544831     5129 15175164 | 51.267 % |
c |    62634        65      251 |   34099   130321   294444 |   108   554831     5129 15175164 | 51.267 % |
c |    62644        65      251 |   34099   130321   294444 |   109   282624     5130 15457371 | 51.267 % |
c |    62683        65      251 |   34099   130321   294444 |   109   292624     5130 15457371 | 51.267 % |
c |    62727        65      251 |   34099   130321   294444 |   109   302624     5131 15457371 | 51.267 % |
c |    62747        65      251 |   34099   130321   294444 |   109   312624     5133 15457371 | 51.267 % |
c |    62763        65      251 |   34099   130321   294444 |   109   322624     5133 15457371 | 51.267 % |
c |    62813        65      251 |   34099   130321   294444 |   109   332624     5134 15457371 | 51.267 % |
c |    62844        65      251 |   34099   130321   294444 |   109   342624     5135 15457371 | 51.267 % |
c |    62877        65      251 |   34099   130321   294444 |   109   352624     5136 15457371 | 51.267 % |
c |    62915        65      251 |   34099   130321   294444 |   109   362624     5136 15457371 | 51.267 % |
c |    62932        65      251 |   34099   130321   294444 |   109   372624     5137 15457371 | 51.267 % |
c |    62945        65      251 |   34099   130321   294444 |   109   382624     5137 15457371 | 51.267 % |
c |    62996        65      251 |   34099   130321   294444 |   109   392624     5137 15457371 | 51.267 % |
c |    63032        65      251 |   34099   130321   294444 |   109   402624     5137 15457371 | 51.267 % |
c |    63062        65      251 |   34099   130321   294444 |   109   412624     5138 15457371 | 51.267 % |
c |    63108        65      251 |   34099   130321   294444 |   109   422624     5140 15457371 | 51.267 % |
c |    63170        65      251 |   34099   130321   294444 |   109   432624     5140 15457371 | 51.267 % |
c |    63213        65      251 |   34099   130321   294444 |   109   442624     5140 15457371 | 51.267 % |
c |    63247        65      251 |   34099   130321   294444 |   109   452624     5140 15457371 | 51.267 % |
c |    63307        65      251 |   34099   130321   294444 |   109   462624     5141 15457371 | 51.267 % |
